3.531864833831787109e+01,5.886441389719645478e-01
3.512548017501831055e+01,5.854246695836384795e-01
3.531328845024108887e+01,5.885548075040181182e-01
3.605689048767089844e+01,6.009481747945150110e-01
3.524359536170959473e+01,5.873932560284932380e-01
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
